scene,scene_label,gate_count,method,method_label,seed,episode_dir,source_episode,success,collision,timeout,done_reason,progress_distance_m,final_goal_distance_m,flight_time_s,actual_gate_motion_range_m,moving_gate_speed_mps,moving_gate_amplitude_m,moving_gate_swept_clearance_m_min,height_contract_passed
single_dynamic,E2 Dynamic Single,42,ours_mainline,Our Mainline,0,external_artifact:single_dynamic/gate_042/ours_mainline/seed_00/episode_000,external_artifact:single_dynamic/gate_042/ours_mainline/source_episode_seed_00,1,0,0,goal_reached,53.452621379956554,0.5473786200434434,68.0,3.1278095921151303,2.0,1.2,0.0683417089483383,1
