generation,population,episodes_seen,best_fitness,generation_best_fitness,generation_mean_fitness,sigma,probe_yellow_win_rate,probe_blue_win_rate,probe_draw_rate,probe_mean_elapsed_s,probe_mean_robot_contacts,probe_mean_obstacle_contacts,probe_mean_yellow_alive,probe_mean_blue_alive
33,14,3808,107.49691901012373,103.88768142519876,62.60383327696005,0.3449367440394592,0.2,0.6,0.2,24.92,0.0,0.0,5.0,5.0
34,14,3920,107.49691901012373,104.42080697372506,43.18197013879946,0.34079750311098567,0.2,0.4,0.4,24.919999999999998,0.0,0.0,5.0,5.0
35,14,4032,107.49691901012373,89.10408997954247,8.332017221997974,0.3367079330736538,0.3,0.4,0.3,24.84,0.0,0.0,5.0,5.0
36,14,4144,107.49691901012373,105.53261977101312,55.604222276078936,0.33266743787676994,0.3,0.5,0.2,24.92,0.0,0.0,5.0,5.0
37,14,4256,107.49691901012373,88.94351861849391,49.07094406804906,0.3286754286222487,0.4,0.3,0.3,24.919999999999998,0.0,0.0,5.0,5.0
38,14,4368,107.49691901012373,70.00584387995953,31.481649917719142,0.3247313234787817,0.6,0.2,0.2,24.880000000000003,0.0,0.0,5.0,5.0
39,14,4480,107.49691901012373,71.05706573248958,51.15486276239536,0.32083454759703633,0.5,0.4,0.1,24.880000000000003,0.0,0.0,5.0,5.0
40,14,4592,107.49691901012373,82.17864285714286,49.98359960957379,0.3169845330258719,0.3,0.7,0.0,24.800000000000004,0.0,0.0,5.0,5.0
41,14,4704,107.49691901012373,76.85143863099921,35.727778501605684,0.3131807186295614,0.8,0.1,0.1,24.880000000000003,0.0,0.0,5.0,5.0
42,14,4816,107.49691901012373,88.04165328930657,42.80534667732807,0.3094225500060067,0.5,0.4,0.1,24.8,0.0,0.0,5.0,5.0
43,14,4928,107.49691901012373,87.41054045058884,40.48216916571945,0.3057094794059346,0.5,0.4,0.1,24.880000000000003,0.0,0.0,5.0,5.0
44,14,5040,107.49691901012373,66.51361542464548,39.820668818748935,0.30204096565306343,0.4,0.3,0.3,24.86,0.0,0.0,5.0,5.0
45,14,5152,107.49691901012373,77.4400752688172,48.53060959168943,0.29841647406522664,0.1,0.6,0.3,24.880000000000003,0.0,0.0,5.0,5.0
46,14,5264,107.49691901012373,66.32674940991345,44.54397658212959,0.2948354763764439,0.6,0.1,0.3,24.840000000000003,0.0,0.0,5.0,5.0
47,14,5376,107.49691901012373,74.66334408602151,42.101937553110304,0.29129745065992657,0.6,0.3,0.1,24.82,0.0,0.0,5.0,5.0
48,14,5488,107.49691901012373,85.25147521636507,52.03319406131677,0.28780188125200745,0.3,0.3,0.4,24.92,0.0,0.0,5.0,5.0
49,14,5600,107.49691901012373,85.89768489378443,45.23443644697379,0.2843482586769834,0.4,0.5,0.1,24.82,0.0,0.0,5.0,5.0
50,14,5712,107.49691901012373,82.08969146151185,51.481533730317324,0.2809360795728596,0.4,0.2,0.4,24.92,0.0,0.0,5.0,5.0
51,14,5824,107.49691901012373,76.06435030534637,45.45255816569812,0.2775648466179853,0.6,0.2,0.2,24.880000000000003,0.0,0.0,5.0,5.0
52,14,5936,107.49691901012373,84.07177176686929,50.97238108210742,0.27423406845856946,0.5,0.3,0.2,24.8,0.0,0.0,5.0,5.0
53,14,6048,107.49691901012373,78.74036807350791,52.247266787607266,0.2709432596370666,0.5,0.5,0.0,24.979999999999997,0.0,0.0,5.0,5.0
54,14,6160,107.49691901012373,82.01786559139785,33.20121549935052,0.2676919405214218,0.2,0.7,0.1,24.860000000000003,0.0,0.0,5.0,5.0
55,14,6272,107.49691901012373,72.2506379020551,48.94784289733098,0.26447963723516477,0.4,0.4,0.2,24.840000000000003,0.0,0.0,5.0,5.0
56,14,6384,107.49691901012373,87.95195246448272,41.869949849979754,0.2613058815883428,0.3,0.1,0.6,24.94,0.0,0.0,5.0,5.0
57,14,6496,107.49691901012373,75.4310601888277,42.25964590119827,0.25817021100928267,0.6,0.2,0.2,24.84,0.0,0.0,5.0,5.0
58,14,6608,107.49691901012373,76.0692934697089,38.96218370082878,0.2550721684771713,0.5,0.3,0.2,24.82,0.0,0.0,5.0,5.0
59,14,6720,107.49691901012373,76.1443922670563,45.49330304507709,0.25201130245544523,0.4,0.6,0.0,24.800000000000004,0.0,0.0,5.0,5.0
60,14,6832,107.49691901012373,76.25974070535636,45.66353054213503,0.24898716682597988,0.3,0.6,0.1,24.880000000000003,0.0,0.0,5.0,5.0
61,14,6944,107.49691901012373,76.76455374624344,40.55046908909698,0.2459993208240681,0.5,0.4,0.1,24.880000000000003,0.0,0.0,5.0,5.0
62,14,7056,107.49691901012373,78.91513357683161,45.528908408422716,0.2430473289741793,0.4,0.4,0.2,24.8,0.0,0.0,5.0,5.0
63,14,7168,107.49691901012373,82.64594308630875,37.594238176421854,0.24013076102648914,0.3,0.6,0.1,24.759999999999998,0.0,0.0,5.0,5.0
64,14,7280,107.49691901012373,67.0110878245476,27.10994189849171,0.23724919189417126,0.4,0.4,0.2,24.78,0.0,0.0,5.0,5.0
65,14,7392,107.49691901012373,85.91828705292076,58.519755115966355,0.2344022015914412,0.3,0.4,0.3,24.82,0.0,0.0,5.0,5.0
66,14,7504,107.49691901012373,76.96747627400651,60.617922038161915,0.2315893751723439,0.4,0.3,0.3,24.94,0.0,0.0,5.0,5.0
67,14,7616,107.49691901012373,67.15802998749297,39.2595952146243,0.22881030267027577,0.6,0.3,0.1,24.8,0.0,0.0,5.0,5.0
68,14,7728,107.49691901012373,76.31146923850292,54.51385043206734,0.22606457903823246,0.3,0.3,0.4,24.84,0.0,0.0,5.0,5.0
69,14,7840,107.49691901012373,80.63512358876214,45.447961268734275,0.22335180408977368,0.7,0.3,0.0,24.82,0.0,0.0,5.0,5.0
70,14,7952,107.49691901012373,86.5412534897971,53.894351221415526,0.2206715824406964,0.6,0.2,0.2,24.820000000000004,0.0,0.0,5.0,5.0
71,14,8064,107.49691901012373,74.88808998459109,53.59100708776011,0.21802352345140805,0.3,0.5,0.2,24.84,0.0,0.0,5.0,5.0
72,14,8176,107.49691901012373,70.91249959156363,44.883447782262714,0.21540724116999116,0.4,0.3,0.3,24.86,0.0,0.0,5.0,5.0
73,14,8288,107.49691901012373,72.22536875572351,43.32954002483412,0.21282235427595125,0.5,0.2,0.3,24.939999999999998,0.0,0.0,5.0,5.0
74,14,8400,107.49691901012373,76.10512349202664,49.27123910187077,0.21026848602463982,0.4,0.5,0.1,24.919999999999998,0.0,0.0,5.0,5.0
75,14,8512,107.49691901012373,76.71204468758597,54.79314328095226,0.20774526419234415,0.5,0.3,0.2,24.84,0.0,0.0,5.0,5.0
76,14,8624,107.49691901012373,85.85097628260523,55.372412230251655,0.20525232102203603,0.3,0.5,0.2,24.76,0.0,0.0,5.0,5.0
77,14,8736,107.49691901012373,79.33478718666264,59.87857728696379,0.2027892931697716,0.7,0.3,0.0,25.14,0.0,0.0,5.0,5.0
78,14,8848,107.49691901012373,77.47003328990984,55.3353711999926,0.20035582165173432,0.4,0.5,0.1,24.84,0.0,0.0,5.0,5.0
79,14,8960,107.49691901012373,78.15704184777701,34.083701893619,0.1979515517919135,0.5,0.5,0.0,24.9,0.0,0.0,5.0,5.0
